ID,Name,Internal Name
3351,Classy Cane,TaxCollectorsStickOfDoom
3352,Stylish Scissors,StylistKilLaKillScissorsIWish
3353,Mechanical Cart,MinecartMech
3354,Mechanical Wheel Piece,MechanicalWheelPiece
3355,Mechanical Wagon Piece,MechanicalWagonPiece
3356,Mechanical Battery Piece,MechanicalBatteryPiece
3357,Lunatic Cultist Trophy,AncientCultistTrophy
3358,Martian Saucer Trophy,MartianSaucerTrophy
3359,Flying Dutchman Trophy,FlyingDutchmanTrophy
3360,Living Mahogany Wand,LivingMahoganyWand
3361,Rich Mahogany Leaf Wand,LivingMahoganyLeafWand
3362,Fallen Tuxedo Shirt,FallenTuxedoShirt
3363,Fallen Tuxedo Pants,FallenTuxedoPants
3364,Fireplace,Fireplace
3365,Chimney,Chimney
3366,Yoyo Bag,YoyoBag
3367,Shrimpy Truffle,ShrimpyTruffle
3368,Arkhalis,Arkhalis
3369,Confetti Cannon,ConfettiCannon
3370,Music Box (The Towers),MusicBoxTowers
3371,Music Box (Goblin Invasion),MusicBoxGoblins
3372,Lunatic Cultist Mask,BossMaskCultist
3373,Moon Lord Mask,BossMaskMoonlord
3374,Fossil Helmet,FossilHelm
3375,Fossil Plate,FossilShirt
3376,Fossil Greaves,FossilPants
3377,Amber Staff,AmberStaff
3378,Bone Javelin,BoneJavelin
3379,Bone Throwing Knife,BoneDagger
3380,Sturdy Fossil,FossilOre
3381,Stardust Helmet,StardustHelmet
3382,Stardust Plate,StardustBreastplate
3383,Stardust Leggings,StardustLeggings
3384,Portal Gun,PortalGun
3385,Strange Plant,StrangePlant1
3386,Strange Plant,StrangePlant2
3387,Strange Plant,StrangePlant3
3388,Strange Plant,StrangePlant4
3389,Terrarian,Terrarian
3390,Goblin Summoner Banner,GoblinSummonerBanner
3391,Salamander Banner,SalamanderBanner
3392,Giant Shelly Banner,GiantShellyBanner
3393,Crawdad Banner,CrawdadBanner
3394,Fritz Banner,FritzBanner
3395,Creature From The Deep Banner,CreatureFromTheDeepBanner
3396,Dr. Man Fly Banner,DrManFlyBanner
3397,Mothron Banner,MothronBanner
3398,Severed Hand Banner,SeveredHandBanner
3399,The Possessed Banner,ThePossessedBanner
3400,Butcher Banner,ButcherBanner
3401,Psycho Banner,PsychoBanner
3402,Deadly Sphere Banner,DeadlySphereBanner
3403,Nailhead Banner,NailheadBanner
3404,Poisonous Spore Banner,PoisonousSporeBanner
3405,Medusa Banner,MedusaBanner
3406,Hoplite Banner,GreekSkeletonBanner
3407,Granite Elemental Banner,GraniteFlyerBanner
3408,Granite Golem Banner,GraniteGolemBanner
3409,Blood Zombie Banner,BloodZombieBanner
3410,Drippler Banner,DripplerBanner
3411,Tomb Crawler Banner,TombCrawlerBanner
3412,Dune Splicer Banner,DuneSplicerBanner
3413,Antlion Swarmer Banner,FlyingAntlionBanner
3414,Antlion Charger Banner,WalkingAntlionBanner
3415,Ghoul Banner,DesertGhoulBanner
3416,Lamia Banner,DesertLamiaBanner
3417,Desert Spirit Banner,DesertDjinnBanner
3418,Basilisk Banner,DesertBasiliskBanner
3419,Sand Poacher Banner,RavagerScorpionBanner
3420,Stargazer Banner,StardustSoldierBanner
3421,Milkyway Weaver Banner,StardustWormBanner
3422,Flow Invader Banner,StardustJellyfishBanner
3423,Twinkle Popper Banner,StardustSpiderBanner
3424,Small Star Cell Banner,StardustSmallCellBanner
3425,Star Cell Banner,StardustLargeCellBanner
3426,Corite Banner,SolarCoriteBanner
3427,Sroller Banner,SolarSrollerBanner
3428,Crawltipede Banner,SolarCrawltipedeBanner
3429,Drakomire Rider Banner,SolarDrakomireRiderBanner
3430,Drakomire Banner,SolarDrakomireBanner
3431,Selenian Banner,SolarSolenianBanner
3432,Predictor Banner,NebulaSoldierBanner
3433,Brain Suckler Banner,NebulaHeadcrabBanner
3434,Nebula Floater Banner,NebulaBrainBanner
3435,Evolution Beast Banner,NebulaBeastBanner
3436,Alien Larva Banner,VortexLarvaBanner
3437,Alien Queen Banner,VortexHornetQueenBanner
3438,Alien Hornet Banner,VortexHornetBanner
3439,Vortexian Banner,VortexSoldierBanner
3440,Storm Diver Banner,VortexRiflemanBanner
3441,Pirate Captain Banner,PirateCaptainBanner
3442,Pirate Deadeye Banner,PirateDeadeyeBanner
3443,Pirate Corsair Banner,PirateCorsairBanner
3444,Pirate Crossbower Banner,PirateCrossbowerBanner
3445,Martian Walker Banner,MartianWalkerBanner
3446,Red Devil Banner,RedDevilBanner
3447,Pink Jellyfish Banner,PinkJellyfishBanner
3448,Green Jellyfish Banner,GreenJellyfishBanner
3449,Dark Mummy Banner,DarkMummyBanner
3450,Light Mummy Banner,LightMummyBanner
3451,Angry Bones Banner,AngryBonesBanner
3452,Ice Tortoise Banner,IceTortoiseBanner
3453,Damage Booster,NebulaPickup1
3454,Life Booster,NebulaPickup2
3455,Mana Booster,NebulaPickup3
3456,Vortex Fragment,FragmentVortex
3457,Nebula Fragment,FragmentNebula
3458,Solar Fragment,FragmentSolar
3459,Stardust Fragment,FragmentStardust
3460,Luminite,LunarOre
3461,Luminite Brick,LunarBrick
3462,Stardust Axe,StardustAxe
3463,Stardust Chainsaw,StardustChainsaw
3464,Stardust Drill,StardustDrill
3465,Stardust Hammer,StardustHammer
3466,Stardust Pickaxe,StardustPickaxe
3467,Luminite Bar,LunarBar
3468,Solar Wings,WingsSolar
3469,Vortex Booster,WingsVortex
3470,Nebula Mantle,WingsNebula
3471,Stardust Wings,WingsStardust
3472,Luminite Brick Wall,LunarBrickWall
3473,Solar Eruption,SolarEruption
3474,Stardust Cell Staff,StardustCellStaff
3475,Vortex Beater,VortexBeater
3476,Nebula Arcanum,NebulaArcanum
3477,Blood Water,BloodWater
3478,Wedding Veil,TheBrideHat
3479,Wedding Dress,TheBrideDress
3480,Platinum Bow,PlatinumBow
3481,Platinum Hammer,PlatinumHammer
3482,Platinum Axe,PlatinumAxe
3483,Platinum Shortsword,PlatinumShortsword
3484,Platinum Broadsword,PlatinumBroadsword
3485,Platinum Pickaxe,PlatinumPickaxe
3486,Tungsten Bow,TungstenBow
3487,Tungsten Hammer,TungstenHammer
3488,Tungsten Axe,TungstenAxe
3489,Tungsten Shortsword,TungstenShortsword
3490,Tungsten Broadsword,TungstenBroadsword
3491,Tungsten Pickaxe,TungstenPickaxe
3492,Lead Bow,LeadBow
3493,Lead Hammer,LeadHammer
3494,Lead Axe,LeadAxe
3495,Lead Shortsword,LeadShortsword
3496,Lead Broadsword,LeadBroadsword
3497,Lead Pickaxe,LeadPickaxe
3498,Tin Bow,TinBow
3499,Tin Hammer,TinHammer
3500,Tin Axe,TinAxe
3501,Tin Shortsword,TinShortsword
3502,Tin Broadsword,TinBroadsword
3503,Tin Pickaxe,TinPickaxe
3504,Copper Bow,CopperBow
3505,Copper Hammer,CopperHammer
3506,Copper Axe,CopperAxe
3507,Copper Shortsword,CopperShortsword
3508,Copper Broadsword,CopperBroadsword
3509,Copper Pickaxe,CopperPickaxe
3510,Silver Bow,SilverBow
3511,Silver Hammer,SilverHammer
3512,Silver Axe,SilverAxe
3513,Silver Shortsword,SilverShortsword
3514,Silver Broadsword,SilverBroadsword
3515,Silver Pickaxe,SilverPickaxe
3516,Gold Bow,GoldBow
3517,Gold Hammer,GoldHammer
3518,Gold Axe,GoldAxe
3519,Gold Shortsword,GoldShortsword
3520,Gold Broadsword,GoldBroadsword
3521,Gold Pickaxe,GoldPickaxe
3522,Solar Flare Hamaxe,LunarHamaxeSolar
3523,Vortex Hamaxe,LunarHamaxeVortex
3524,Nebula Hamaxe,LunarHamaxeNebula
3525,Stardust Hamaxe,LunarHamaxeStardust
3526,Solar Dye,SolarDye
3527,Nebula Dye,NebulaDye
3528,Vortex Dye,VortexDye
3529,Stardust Dye,StardustDye
3530,Void Dye,VoidDye
3531,Stardust Dragon Staff,StardustDragonStaff
3532,Bacon,Bacon
3533,Shifting Sands Dye,ShiftingSandsDye
3534,Mirage Dye,MirageDye
3535,Shifting Pearlsands Dye,ShiftingPearlSandsDye
3536,Vortex Monolith,VortexMonolith
3537,Nebula Monolith,NebulaMonolith
3538,Stardust Monolith,StardustMonolith
3539,Solar Monolith,SolarMonolith
3540,Phantasm,Phantasm
3541,Last Prism,LastPrism
3542,Nebula Blaze,NebulaBlaze
3543,Daybreak,DayBreak
3544,Super Healing Potion,SuperHealingPotion
3545,Detonator,Detonator
3546,Celebration,FireworksLauncher
3547,Bouncy Dynamite,BouncyDynamite
3548,Happy Grenade,PartyGirlGrenade
3549,Ancient Manipulator,LunarCraftingStation
3550,Flame and Silver Dye,FlameAndSilverDye
3551,Green Flame and Silver Dye,GreenFlameAndSilverDye
3552,Blue Flame and Silver Dye,BlueFlameAndSilverDye
3553,Reflective Copper Dye,ReflectiveCopperDye
3554,Reflective Obsidian Dye,ReflectiveObsidianDye
3555,Reflective Metal Dye,ReflectiveMetalDye
3556,Midnight Rainbow Dye,MidnightRainbowDye
3557,Black and White Dye,BlackAndWhiteDye
3558,Bright Silver Dye,BrightSilverDye
3559,Silver and Black Dye,SilverAndBlackDye
3560,Red Acid Dye,RedAcidDye
3561,Gel Dye,GelDye
3562,Pink Gel Dye,PinkGelDye
3563,Red Squirrel,SquirrelRed
3564,Gold Squirrel,SquirrelGold
3565,Red Squirrel Cage,SquirrelOrangeCage
3566,Gold Squirrel Cage,SquirrelGoldCage
3567,Luminite Bullet,MoonlordBullet
3568,Luminite Arrow,MoonlordArrow
3569,Lunar Portal Staff,MoonlordTurretStaff
3570,Lunar Flare,LunarFlareBook
3571,Rainbow Crystal Staff,RainbowCrystalStaff
3572,Lunar Hook,LunarHook
3573,Solar Fragment Block,LunarBlockSolar
3574,Vortex Fragment Block,LunarBlockVortex
3575,Nebula Fragment Block,LunarBlockNebula
3576,Stardust Fragment Block,LunarBlockStardust
3577,Suspicious Looking Tentacle,SuspiciousLookingTentacle
3578,Yoraiz0r's Uniform,Yoraiz0rShirt
3579,Yoraiz0r's Skirt,Yoraiz0rPants
3580,Yoraiz0r's Spell,Yoraiz0rWings
3581,Yoraiz0r's Scowl,Yoraiz0rDarkness
3582,Jim's Wings,JimsWings
3583,Yoraiz0r's Recolored Goggles,Yoraiz0rHead
3584,Living Leaf Wall,LivingLeafWall
3585,Skiphs' Mask,SkiphsHelm
3586,Skiphs' Skin,SkiphsShirt
3587,Skiphs' Bear Butt,SkiphsPants
3588,Skiphs' Paws,SkiphsWings
3589,Loki's Helmet,LokisHelm
3590,Loki's Breastplate,LokisShirt
3591,Loki's Greaves,LokisPants
3592,Loki's Wings,LokisWings
3593,Sand Slime Banner,SandSlimeBanner
3594,Sea Snail Banner,SeaSnailBanner
3595,Moon Lord Trophy,MoonLordTrophy
3596,"Not a Kid, nor a Squid",MoonLordPainting
3597,Burning Hades Dye,BurningHadesDye
3598,Grim Dye,GrimDye
3599,Loki's Dye,LokisDye
3600,Shadowflame Hades Dye,ShadowflameHadesDye
3601,Celestial Sigil,CelestialSigil
3602,Logic Gate Lamp (Off),LogicGateLamp_Off
3603,Logic Gate (AND),LogicGate_AND
3604,Logic Gate (OR),LogicGate_OR
3605,Logic Gate (NAND),LogicGate_NAND
3606,Logic Gate (NOR),LogicGate_NOR
3607,Logic Gate (XOR),LogicGate_XOR
3608,Logic Gate (XNOR),LogicGate_NXOR
3609,Conveyor Belt (Clockwise),ConveyorBeltLeft
3610,Conveyor Belt (Counter Clockwise),ConveyorBeltRight
3611,The Grand Design,WireKite
3612,Yellow Wrench,YellowWrench
3613,Logic Sensor (Day),LogicSensor_Sun
3614,Logic Sensor (Night),LogicSensor_Moon
3615,Logic Sensor (Player Above),LogicSensor_Above
3616,Junction Box,WirePipe
3617,Announcement Box,AnnouncementBox
3618,Logic Gate Lamp (On),LogicGateLamp_On
3619,Mechanical Lens,MechanicalLens
3620,Actuation Rod,ActuationRod
3621,Red Team Block,TeamBlockRed
3622,Red Team Platform,TeamBlockRedPlatform
3623,Static Hook,StaticHook
3624,Presserator,ActuationAccessory
3625,Multicolor Wrench,MulticolorWrench
3626,Pink Weighted Pressure Plate,WeightedPressurePlatePink
3627,Engineering Helmet,EngineeringHelmet
3628,Companion Cube,CompanionCube
3629,Wire Bulb,WireBulb
3630,Orange Weighted Pressure Plate,WeightedPressurePlateOrange
3631,Purple Weighted Pressure Plate,WeightedPressurePlatePurple
3632,Cyan Weighted Pressure Plate,WeightedPressurePlateCyan
3633,Green Team Block,TeamBlockGreen
3634,Blue Team Block,TeamBlockBlue
3635,Yellow Team Block,TeamBlockYellow
3636,Pink Team Block,TeamBlockPink
3637,White Team Block,TeamBlockWhite
3638,Green Team Platform,TeamBlockGreenPlatform
3639,Blue Team Platform,TeamBlockBluePlatform
3640,Yellow Team Platform,TeamBlockYellowPlatform
3641,Pink Team Platform,TeamBlockPinkPlatform
3642,White Team Platform,TeamBlockWhitePlatform
3643,Large Amber,LargeAmber
3644,Ruby Gem Lock,GemLockRuby
3645,Sapphire Gem Lock,GemLockSapphire
3646,Emerald Gem Lock,GemLockEmerald
3647,Topaz Gem Lock,GemLockTopaz
3648,Amethyst Gem Lock,GemLockAmethyst
3649,Diamond Gem Lock,GemLockDiamond
3650,Amber Gem Lock,GemLockAmber
3651,Squirrel Statue,SquirrelStatue
3652,Butterfly Statue,ButterflyStatue
3653,Worm Statue,WormStatue
3654,Firefly Statue,FireflyStatue
3655,Scorpion Statue,ScorpionStatue
3656,Snail Statue,SnailStatue
3657,Grasshopper Statue,GrasshopperStatue
3658,Mouse Statue,MouseStatue
3659,Duck Statue,DuckStatue
3660,Penguin Statue,PenguinStatue
3661,Frog Statue,FrogStatue
3662,Buggy Statue,BuggyStatue
3663,Logic Gate Lamp (Faulty),LogicGateLamp_Faulty
3664,Portal Gun Station,PortalGunStation
3665,Trapped Chest,Fake_Chest
3666,Trapped Gold Chest,Fake_GoldChest
3667,Trapped Shadow Chest,Fake_ShadowChest
3668,Trapped Ebonwood Chest,Fake_EbonwoodChest
3669,Trapped Rich Mahogany Chest,Fake_RichMahoganyChest
3670,Trapped Pearlwood Chest,Fake_PearlwoodChest
3671,Trapped Ivy Chest,Fake_IvyChest
3672,Trapped Frozen Chest,Fake_IceChest
3673,Trapped Living Wood Chest,Fake_LivingWoodChest
3674,Trapped Skyware Chest,Fake_SkywareChest
3675,Trapped Shadewood Chest,Fake_ShadewoodChest
3676,Trapped Web Covered Chest,Fake_WebCoveredChest
3677,Trapped Lihzahrd Chest,Fake_LihzahrdChest
3678,Trapped Water Chest,Fake_WaterChest
3679,Trapped Jungle Chest,Fake_JungleChest
3680,Trapped Corruption Chest,Fake_CorruptionChest
3681,Trapped Crimson Chest,Fake_CrimsonChest
3682,Trapped Hallowed Chest,Fake_HallowedChest
3683,Trapped Ice Chest,Fake_FrozenChest
3684,Trapped Dynasty Chest,Fake_DynastyChest
3685,Trapped Honey Chest,Fake_HoneyChest
3686,Trapped Steampunk Chest,Fake_SteampunkChest
3687,Trapped Palm Wood Chest,Fake_PalmWoodChest
3688,Trapped Mushroom Chest,Fake_MushroomChest
3689,Trapped Boreal Wood Chest,Fake_BorealWoodChest
3690,Trapped Slime Chest,Fake_SlimeChest
3691,Trapped Green Dungeon Chest,Fake_GreenDungeonChest
3692,Trapped Pink Dungeon Chest,Fake_PinkDungeonChest
3693,Trapped Blue Dungeon Chest,Fake_BlueDungeonChest
3694,Trapped Bone Chest,Fake_BoneChest
3695,Trapped Cactus Chest,Fake_CactusChest
3696,Trapped Flesh Chest,Fake_FleshChest
3697,Trapped Obsidian Chest,Fake_ObsidianChest
3698,Trapped Pumpkin Chest,Fake_PumpkinChest
3699,Trapped Spooky Chest,Fake_SpookyChest
3700,Trapped Glass Chest,Fake_GlassChest
3701,Trapped Martian Chest,Fake_MartianChest
3702,Trapped Meteorite Chest,Fake_MeteoriteChest
3703,Trapped Granite Chest,Fake_GraniteChest
3704,Trapped Marble Chest,Fake_MarbleChest
3705,n/a (No official name),Fake_newchest1
3706,n/a (No official name),Fake_newchest2
3707,Teal Pressure Pad,ProjectilePressurePad
3708,Wall Creeper Statue,WallCreeperStatue
3709,Unicorn Statue,UnicornStatue
3710,Drippler Statue,DripplerStatue
3711,Wraith Statue,WraithStatue
3712,Bone Skeleton Statue,BoneSkeletonStatue
3713,Undead Viking Statue,UndeadVikingStatue
3714,Medusa Statue,MedusaStatue
3715,Harpy Statue,HarpyStatue
3716,Pigron Statue,PigronStatue
3717,Hoplite Statue,HopliteStatue
3718,Granite Golem Statue,GraniteGolemStatue
3719,Armed Zombie Statue,ZombieArmStatue
3720,Blood Zombie Statue,BloodZombieStatue
3721,Angler Tackle Bag,AnglerTackleBag
3722,Geyser,GeyserTrap
3723,Ultrabright Campfire,UltraBrightCampfire
3724,Bone Campfire,BoneCampfire
3725,Pixel Box,PixelBox
3726,Liquid Sensor (Water),LogicSensor_Water
3727,Liquid Sensor (Lava),LogicSensor_Lava
3728,Liquid Sensor (Honey),LogicSensor_Honey
3729,Liquid Sensor (Any),LogicSensor_Liquid
3730,Bundled Party Balloons,PartyBundleOfBalloonsAccessory
3731,Balloon Animal,PartyBalloonAnimal
3732,Party Hat,PartyHat
3733,Silly Sunflower Petals,FlowerBoyHat
3734,Silly Sunflower Tops,FlowerBoyShirt
3735,Silly Sunflower Bottoms,FlowerBoyPants
3736,Silly Pink Balloon,SillyBalloonPink
3737,Silly Purple Balloon,SillyBalloonPurple
3738,Silly Green Balloon,SillyBalloonGreen
3739,Blue Streamer,SillyStreamerBlue
3740,Green Streamer,SillyStreamerGreen
3741,Pink Streamer,SillyStreamerPink
3742,Silly Balloon Machine,SillyBalloonMachine
3743,Silly Tied Balloon (Pink),SillyBalloonTiedPink
3744,Silly Tied Balloon (Purple),SillyBalloonTiedPurple
3745,Silly Tied Balloon (Green),SillyBalloonTiedGreen
3746,Pigronata,Pigronata
3747,Party Center,PartyMonolith
3748,Silly Tied Bundle of Balloons,PartyBundleOfBalloonTile
3749,Party Present,PartyPresent
3750,Slice of Cake,SliceOfCake
3751,Cog Wall,CogWall
3752,Sandfall Wall,SandFallWall
3753,Snowfall Wall,SnowFallWall
3754,Sandfall Block,SandFallBlock
3755,Snowfall Block,SnowFallBlock
3756,Snow Cloud,SnowCloudBlock
3757,Pedguin's Hood,PedguinHat
3758,Pedguin's Jacket,PedguinShirt
3759,Pedguin's Trousers,PedguinPants
3760,Silly Pink Balloon Wall,SillyBalloonPinkWall
3761,Silly Purple Balloon Wall,SillyBalloonPurpleWall
3762,Silly Green Balloon Wall,SillyBalloonGreenWall
3763,0x33's Aviators,AviatorSunglasses
3764,Blue Phasesaber,BluePhasesaber
3765,Red Phasesaber,RedPhasesaber
3766,Green Phasesaber,GreenPhasesaber
3767,Purple Phasesaber,PurplePhasesaber
3768,White Phasesaber,WhitePhasesaber
3769,Yellow Phasesaber,YellowPhasesaber
3770,Djinn's Curse,DjinnsCurse
3771,Ancient Horn,AncientHorn
3772,Mandible Blade,AntlionClaw
3773,Ancient Headdress,AncientArmorHat
3774,Ancient Garments,AncientArmorShirt
3775,Ancient Slacks,AncientArmorPants
3776,Forbidden Mask,AncientBattleArmorHat
3777,Forbidden Robes,AncientBattleArmorShirt
3778,Forbidden Treads,AncientBattleArmorPants
3779,Spirit Flame,SpiritFlame
3780,Sand Elemental Banner,SandElementalBanner
3781,Pocket Mirror,PocketMirror
3782,Magic Sand Dropper,MagicSandDropper
3783,Forbidden Fragment,AncientBattleArmorMaterial
3784,Lamia Tail,LamiaPants
3785,Lamia Wraps,LamiaShirt
3786,Lamia Mask,LamiaHat
3787,Sky Fracture,SkyFracture
3788,Onyx Blaster,OnyxBlaster
3789,Sand Shark Banner,SandsharkBanner
3790,Bone Biter Banner,SandsharkCorruptBanner
3791,Flesh Reaver Banner,SandsharkCrimsonBanner
3792,Crystal Thresher Banner,SandsharkHallowedBanner
3793,Angry Tumbler Banner,TumbleweedBanner
3794,Ancient Cloth,AncientCloth
3795,Desert Spirit Lamp,DjinnLamp
3796,Music Box (Sandstorm),MusicBoxSandstorm
3797,Apprentice's Hat,ApprenticeHat
3798,Apprentice's Robe,ApprenticeRobe
3799,Apprentice's Trousers,ApprenticeTrousers
3800,Squire's Great Helm,SquireGreatHelm
3801,Squire's Plating,SquirePlating
3802,Squire's Greaves,SquireGreaves
3803,Huntress's Wig,HuntressWig
3804,Huntress's Jerkin,HuntressJerkin
3805,Huntress's Pants,HuntressPants
3806,Monk's Bushy Brow Bald Cap,MonkBrows
3807,Monk's Shirt,MonkShirt
3808,Monk's Pants,MonkPants
3809,Apprentice's Scarf,ApprenticeScarf
3810,Squire's Shield,SquireShield
3811,Huntress's Buckler,HuntressBuckler
3812,Monk's Belt,MonkBelt
3813,Defender's Forge,DefendersForge
3814,War Table,WarTable
3815,War Table Banner,WarTableBanner
3816,Eternia Crystal Stand,DD2ElderCrystalStand
3817,Defender Medal,DefenderMedal
3818,Flameburst Rod,DD2FlameburstTowerT1Popper
3819,Flameburst Cane,DD2FlameburstTowerT2Popper
3820,Flameburst Staff,DD2FlameburstTowerT3Popper
3821,Ale Tosser,AleThrowingGlove
3822,Etherian Mana,DD2EnergyCrystal
3823,Brand of the Inferno,DD2SquireDemonSword
3824,Ballista Rod,DD2BallistraTowerT1Popper
3825,Ballista Cane,DD2BallistraTowerT2Popper
3826,Ballista Staff,DD2BallistraTowerT3Popper
3827,Flying Dragon,DD2SquireBetsySword
3828,Eternia Crystal,DD2ElderCrystal
3829,Lightning Aura Rod,DD2LightningAuraT1Popper
3830,Lightning Aura Cane,DD2LightningAuraT2Popper
3831,Lightning Aura Staff,DD2LightningAuraT3Popper
3832,Explosive Trap Rod,DD2ExplosiveTrapT1Popper
3833,Explosive Trap Cane,DD2ExplosiveTrapT2Popper
3834,Explosive Trap Staff,DD2ExplosiveTrapT3Popper
3835,Sleepy Octopod,MonkStaffT1
3836,Ghastly Glaive,MonkStaffT2
3837,Etherian Goblin Bomber Banner,DD2GoblinBomberBanner
3838,Etherian Goblin Banner,DD2GoblinBanner
3839,Old One's Skeleton Banner,DD2SkeletonBanner
3840,Drakin Banner,DD2DrakinBanner
3841,Kobold Glider Banner,DD2KoboldFlyerBanner
3842,Kobold Banner,DD2KoboldBanner
3843,Wither Beast Banner,DD2WitherBeastBanner
3844,Etherian Wyvern Banner,DD2WyvernBanner
3845,Etherian Javelin Thrower Banner,DD2JavelinThrowerBanner
3846,Etherian Lightning Bug Banner,DD2LightningBugBanner
3847,n/a (No official name),OgreMask
3848,n/a (No official name),GoblinMask
3849,n/a (No official name),GoblinBomberCap
3850,n/a (No official name),EtherianJavelin
3851,n/a (No official name),KoboldDynamiteBackpack
3852,Tome of Infinite Wisdom,BookStaff
3853,n/a (No official name),BoringBow
3854,Phantom Phoenix,DD2PhoenixBow
3855,Gato Egg,DD2PetGato
3856,Creeper Egg,DD2PetGhost
3857,Dragon Egg,DD2PetDragon
3858,Sky Dragon's Fury,MonkStaffT3
3859,Aerial Bane,DD2BetsyBow
3860,Treasure Bag,BossBagBetsy
3861,n/a (No official name),BossBagOgre
3862,n/a (No official name),BossBagDarkMage
3863,Betsy Mask,BossMaskBetsy
