name,id,Version,Type,Category,Mod
Homemade Plastic Case,HCSelfmadeplasticcase,B41 Beta,Normal,Plastic,Hydrocraft
Homemade Soap,HCSoap,B41 Beta,Drainable,Soapmaking,Hydrocraft
Homemade Solar Panel,HCSelfmadesolarpanel,B41 Beta,Normal,Solar,Hydrocraft
Homemade Stracciatella Yogurt,HCJarhomemadeyogurtstracciatella,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Tzatziki,HCJarhomemadetzatziki,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Watermelon Yogurt,HCJarhomemadeyogurtwatermelon,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Apple,HCJarhomemadeyogurtapple,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Blueberries,HCJarhomemadeyogurtblueberries,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Citrus Fruit,HCJarhomemadeyogurtcitrusfruit,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Cranberries,HCJarhomemadeyogurtcranberries,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Raspberries,HCJarhomemadeyogurtraspberries,B41 Beta,Food,Food Dairy,Hydrocraft
Homemade Yogurt with Strawberries,HCJarhomemadeyogurtstrawberries,B41 Beta,Food,Food Dairy,Hydrocraft
Honey,Honey,41.1,Food,items_food,Classic
Honey,HCHoney,B41 Beta,Food,Apiculture,Hydrocraft
Honey Powder,HCHoneypowder,B41 Beta,Food,Apiculture,Hydrocraft
Honeybee,HCHoneybee,B41 Beta,Normal,Apiculture,Hydrocraft
Honeybun,HCHoneybun,B41 Beta,Food,Food Pastry,Hydrocraft
Honeybun Dough,HCHoneybundough,B41 Beta,Food,Food Pastry,Hydrocraft
Honeycomb,HCHoneycomb,B41 Beta,Normal,Apiculture,Hydrocraft
Honeycomb Frame,HCHoneycombframe,B41 Beta,Normal,Apiculture,Hydrocraft
Hoodie,HoodieUP_WhiteTINT,41.1,Clothing,clothing/clothing_jacket,Classic
Hoodie,HoodieDOWN_WhiteTINT,41.1,Clothing,clothing/clothing_jacket,Classic
Hops,HCHops,B41 Beta,Normal,Herbalism,Hydrocraft
Horse (Female),HCHorsefemale,B41 Beta,Normal,Animals,Hydrocraft
Horse (Male),HCHorsemale,B41 Beta,Normal,Animals,Hydrocraft
Horse Carcass,HCHorsemeat,B41 Beta,Food,Food Meat,Hydrocraft
Horse Collar,HCHorsecollar,B41 Beta,Normal,Pet,Hydrocraft
Horse Poop,HCHorsepoop,B41 Beta,Normal,Animals,Hydrocraft
Horse Saddle,HCHorsesaddle,B41 Beta,Container,Pet,Hydrocraft
Horse Skeleton,HCHorsebones,B41 Beta,Normal,Boneworking,Hydrocraft
Horse with Saddle (Female),HCHorsefemalesaddle,B41 Beta,Container,Animals,Hydrocraft
Horse with Saddle (Male),HCHorsemalesaddle,B41 Beta,Container,Animals,Hydrocraft
Hospital Gown,HospitalGown,41.1,Clothing,clothing/clothing_suits,Classic
Hot Cuppa,Mugfull,41.1,Food,items_food,Classic
Hot Drink,HotDrink,41.1,Food,items_food,Classic
Hot Drink,HotDrinkRed,41.1,Food,items_food,Classic
Hot Drink,HotDrinkWhite,41.1,Food,items_food,Classic
Hot Drink,HotDrinkSpiffo,41.1,Food,items_food,Classic
Hot Glue Gun,HCHotgluegun,B41 Beta,Normal,Tools,Hydrocraft
Hot Glue Gun with Glue Stick,HCHotgluegunfull,B41 Beta,Drainable,Tools,Hydrocraft
Hot Glue Sticks,HCHotgluestick,B41 Beta,Normal,Tools,Hydrocraft
Hot sauce,Hotsauce,41.1,Food,items_food,Classic
Hot Sauce,HCHotsauce,B41 Beta,Food,Food Condiments,Hydrocraft
Hot Sausage,HCSausagehot,B41 Beta,Food,Food Sausage,Hydrocraft
Hot Teacup,HotDrinkTea,41.1,Food,items_food,Classic
Hotdog,Hotdog,41.1,Food,items_food,Classic
HottieZ,HottieZ,41.1,Literature,items_literature,Classic
House Fly,HCHousefly,B41 Beta,Normal,Bugs,Hydrocraft
House Key,Key1,41.1,Key,newitems,Classic
House Key,Key2,41.1,Key,newitems,Classic
House Key,Key3,41.1,Key,newitems,Classic
House Key,Key4,41.1,Key,newitems,Classic
House Key,Key5,41.1,Key,newitems,Classic
House Spider,HCHousespider,B41 Beta,Normal,Bugs,Hydrocraft
How to make Methanol,HCCookbookMethanol,B41 Beta,Literature,Blueprints,Hydrocraft
How to Use Generators,ElectronicsMag4,41.1,Literature,items_literature,Classic
Hubcap,HCHubcap,B41 Beta,Normal,Auto,Hydrocraft
Huckleberry,HCHuckleberry,B41 Beta,Food,Foraging,Hydrocraft
Huge Battery,HCBatteryhuge,B41 Beta,Normal,Battery,Hydrocraft
Huge Battery Case,HCBatteryhugecase,B41 Beta,Normal,Battery,Hydrocraft
Hungry Chicken (Female),HCChickenfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Chicken (Male),HCChickenmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Cow (Female),HCCowfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Cow (Male),HCCowmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Donkey (Female),HCDonkeyfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Donkey (Male),HCDonkeymalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Goat (Female),HCGoatfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Goat (Male),HCGoatmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Hamster (Female),HCHamsterfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Hamster (Male),HCHamstermalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Horse (Female),HCHorsefemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Horse (Male),HCHorsemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Pig (Female),HCPigfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Pig (Male),HCPigmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Rabbit (Female),HCRabbitfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Rabbit (Male),HCRabbitmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Sheep (Female),HCSheepfemalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hungry Sheep (Male),HCSheepmalehungry,B41 Beta,Normal,Animals,Hydrocraft
Hunting Blind,HCHuntingblind,B41 Beta,Container,Carpentry,Hydrocraft
Hunting Blind,HCHuntingblind2,B41 Beta,Container,Carpentry,Hydrocraft
Hunting Knife,HuntingKnife,41.1,Weapon,items_weapons,Classic
Hunting Textbook,HCBookhunting,B41 Beta,Literature,Books,Hydrocraft
Husky (Female),HCHuskyfemale,B41 Beta,Container,Dogs,Hydrocraft
Husky (Male),HCHuskymale,B41 Beta,Container,Dogs,Hydrocraft
Hutch with Hungry Rabbits,HCRabbithutchhungry,B41 Beta,Normal,Animals,Hydrocraft
Hutch with Rabbits,HCRabbithutchfull,B41 Beta,Normal,Animals,Hydrocraft
Hutch with Tired Rabbits,HCRabbithutchtired,B41 Beta,Normal,Animals,Hydrocraft
Hydrogen Chloride Tank,HCHclgastank,B41 Beta,Normal,Lab,Hydrocraft
Hydrogen Peroxide,HCh2o2can,B41 Beta,Drainable,Plastic Cans,Hydrocraft
Hydrogen Peroxide,HCGlassbottleh2o2,B41 Beta,Drainable,Bottles,Hydrocraft
Hydrogen Peroxide Label,HCLabelh2o2,B41 Beta,Normal,Labels,Hydrocraft
Hydrogen Tank,HCHydrogentank,B41 Beta,Normal,Lab,Hydrocraft
IBC,HCIBCfull,B41 Beta,Drainable,Carpentry,Hydrocraft
IBC Storage,HCIBCstoragefull,B41 Beta,Drainable,Carpentry,Hydrocraft
IBC Tower,HCIBCtowerfull,B41 Beta,Drainable,Carpentry,Hydrocraft
Ice Chest,HCIcechest,B41 Beta,Container,Containers,Hydrocraft
Ice Cream,Icecream,B41 Beta,Food,items_food,Hydrocraft
Ice Cream Cone,ConeIcecream,41.1,Food,items_food,Classic
Ice Cream Scoop,HCIcecreamscoop,B41 Beta,Normal,Kitchen,Hydrocraft
Ice Cream Server Apron,Apron_IceCream,41.1,Clothing,clothing/clothing_others,Classic
Ice Cream Server Hat,Hat_FastFood_IceCream,41.1,Clothing,clothing/clothing_hats,Classic
Ice Hockey Stick,IceHockeyStick,41.1,Weapon,items_weapons,Classic
Ice Pick,IcePick,41.1,Weapon,items_weapons,Classic
Ice Saw,HCIcesaw,B41 Beta,Normal,Tools,Hydrocraft
Icecream Sandwich,HCIcecreamsandwich,B41 Beta,Food,Food Ice Cream,Hydrocraft
Icing,Icing,41.1,Food,items_food,Classic
Improvised Backpack,HCImprovisedbackpack,B41 Beta,Container,Containers,Hydrocraft
Improvised Gasmask,HCImprovisedgasmask,B41 Beta,Normal,Clothing,Hydrocraft
Improvised Handbag,HCImprovisedhandbag,B41 Beta,Container,Containers,Hydrocraft
Improvised Hazmat Suit,HCImprovisedhazmat,B41 Beta,Normal,Clothing,Hydrocraft
Improvised Scalpel,HCScalpelimprovised,B41 Beta,Weapon,Weapons Improvised,Hydrocraft
Inactive Beehive (Stage 1),HCBeehive1,B41 Beta,Normal,Apiculture,Hydrocraft
Inactive Beehive (Stage 2),HCBeehive2,B41 Beta,Normal,Apiculture,Hydrocraft
Inactive Beehive (Stage 3),HCBeehive3,B41 Beta,Normal,Apiculture,Hydrocraft
Inactive Beehive (Stage 3),HCBeehive3b,B41 Beta,Normal,Apiculture,Hydrocraft
Inductor,HCInduktor,B41 Beta,Normal,Electronics,Hydrocraft
Industrial Furnace,HCFurnace,B41 Beta,Normal,Industrial,Hydrocraft
Industrial Furnace,HCFurnace2,B41 Beta,Container,Industrial,Hydrocraft
Industrial Mechanics Textbook,HCBookindustrial,B41 Beta,Literature,Books,Hydrocraft
Industrial Press,HCIndustrialpress,B41 Beta,Normal,Industrial,Hydrocraft
Ingot Mold,HCIngotmold,B41 Beta,Drainable,Pottery,Hydrocraft
Inhaler,HCInhaler,B41 Beta,Normal,Medical,Hydrocraft
Injection Research,HCBlueprintinjections,B41 Beta,Literature,Blueprints,Hydrocraft
Injured Doberman (Female),HCDobermanfemaleinjured,B41 Beta,Normal,Dogs,Hydrocraft
Injured Doberman (Male),HCDobermanmaleinjured,B41 Beta,Normal,Dogs,Hydrocraft
Injured Pitbull (Female),HCPitbullfemaleinjured,B41 Beta,Normal,Dogs,Hydrocraft
Injured Pitbull (Male),HCPitbullmaleinjured,B41 Beta,Normal,Dogs,Hydrocraft
ink Roller,HCInkroller,B41 Beta,Normal,Painting,Hydrocraft
Ink Well,HCBlackink,B41 Beta,Drainable,Papercraft,Hydrocraft
Inscticide Can With Water,HCPoisonwater,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide,HCPoison,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Ammonia,HCPoisonammonia,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Biodiesel,HCPoisonbiodiesel,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Copper Sulfate Solution,HCPoisoncoppersulfatesolution,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Grape Juice,HCPoisongrape,B41 Beta,Food,Poison Cans,Hydrocraft
Insecticide Can With Honey,HCPoisonhoney,B41 Beta,Food,Poison Cans,Hydrocraft
Insecticide Can With Hydrogen Peroxide,HCPoisonh2o2,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Liqiud Soap,HCPoisondetergent,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Lye,HCPoisonlye,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Methanol,HCPoisonmethanol,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Milk of Lime,HCPoisonlime,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Muriatic Acid,HCPoisonmuriaticacid,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Nickel Sulfate Solution,HCPoisonnickelsulfatesolution,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Nitric Acid,HCPoisonnitricacid,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Oil,HCPoisonoil,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Rose Tanning Oil,HCPoisonrose,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Sulfuric Acid,HCPoisonsulfuricacid,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With Tannin,HCPoisontan,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Can With UHTMilk,HCPoisonmilk,B41 Beta,Food,Poison Cans,Hydrocraft
Insecticide Can With Vegetable Oil,HCPoisonvegoil,B41 Beta,Drainable,Poison Cans,Hydrocraft
Insecticide Label,HCLabelpoison,B41 Beta,Normal,Labels,Hydrocraft
Insecticide Spray,GardeningSprayCigarettes,41.1,Drainable,farming,Classic
Instant Popcorn,Popcorn,41.1,Food,items_food,Classic
Intestines,HCIntestines,B41 Beta,Normal,Food Meat,Hydrocraft
Invar Gear,HCGearinvar,B41 Beta,Normal,Industrial,Hydrocraft
Invar Ingot,HCInvaringot,B41 Beta,Normal,Metalurgy,Hydrocraft
Invar Rod,HCInvarrod,B41 Beta,Normal,Smithing,Hydrocraft
IR Decoder,HCIRDecoder,B41 Beta,Normal,Electronics,Hydrocraft
IR Emitter,HCIREmitter,B41 Beta,Normal,Electronics,Hydrocraft
IR Encoder,HCIREncoder,B41 Beta,Normal,Electronics,Hydrocraft
IR Receiver,HCIRReceiver,B41 Beta,Normal,Electronics,Hydrocraft
IR Receiver Platine,HCPlatineirreceiver,B41 Beta,Normal,Electronics,Hydrocraft
IR Remote Platine,HCPlatineirremote,B41 Beta,Normal,Electronics,Hydrocraft
Iris,HCIris,B41 Beta,Normal,Foraging,Hydrocraft
Irish Setter (Female),HCIrishsetterfemale,B41 Beta,Container,Dogs,Hydrocraft
Irish Setter (Male),HCIrishsettermale,B41 Beta,Container,Dogs,Hydrocraft
Iron Anvil,HCAnvil,B41 Beta,Normal,Metalurgy,Hydrocraft
Iron Anvil,HCAnvil2,B41 Beta,Container,Metalurgy,Hydrocraft
Iron Arm Guards,HCArmarmoriron,B41 Beta,Normal,Armor,Hydrocraft
Iron Armor,HCArmoriron,B41 Beta,Normal,Armor,Hydrocraft
Iron Bastard Sword,HCBastardswordiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Battleaxe,HCBattleaxeiron,B41 Beta,Weapon,Weapons Axes,Hydrocraft
Iron Blowpipe,HCIronblowpipe,B41 Beta,Normal,Glassworking,Hydrocraft
Iron Cauldron,HCCauldroniron,B41 Beta,Normal,Metalurgy,Hydrocraft
Iron Cauldron with Water,HCCauldronironfull,B41 Beta,Drainable,Metalurgy,Hydrocraft
Iron Crank,HCCrankiron,B41 Beta,Normal,Smithing,Hydrocraft
Iron Dagger,HCDaggeriron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Fishhook,HCFishhookiron,B41 Beta,Normal,Fishing,Hydrocraft
Iron Furnace,HCFurnaceiron,B41 Beta,Normal,Industrial,Hydrocraft
Iron Gauntlets,HCGloveiron,B41 Beta,Normal,Armor,Hydrocraft
Iron Gear,HCGeariron,B41 Beta,Normal,Industrial,Hydrocraft
Iron Great Sword,HCGreatswordiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Halberd,HCHalberdiron,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Iron Hatchet,HCHatchetiron,B41 Beta,Weapon,Weapons Axes,Hydrocraft
Iron Helmet,HCHelmiron,B41 Beta,Normal,Armor,Hydrocraft
Iron Ingot,HCIroningot,B41 Beta,Normal,Metalurgy,Hydrocraft
Iron Knife,HCKnifeiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Leg Guards,HCLegarmoriron,B41 Beta,Normal,Armor,Hydrocraft
Iron Long Sword,HCLongswordiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Mine,HCIronMine,B41 Beta,Normal,Mining,Hydrocraft
Iron Mine,HCIronMineB,B41 Beta,Normal,Mining,Hydrocraft
Iron Ore,HCIronore,B41 Beta,Normal,Mining,Hydrocraft
Iron Pole,HCIronpole,B41 Beta,Normal,Smithing,Hydrocraft
Iron Powder,HCIronpowder,B41 Beta,Normal,Alchemy,Hydrocraft
Iron Pulley,HCPullyiron,B41 Beta,Normal,Industrial,Hydrocraft
Iron Ring,HCRingiron,B41 Beta,Normal,Rings,Hydrocraft
Iron Ring,HCMetalringiron,B41 Beta,Normal,Smithing,Hydrocraft
Iron Rod,HCIronrod,B41 Beta,Normal,Smithing,Hydrocraft
Iron Rodent Leather Jacket,Jacket_LeatherIronRodent,41.1,Clothing,clothing/clothing_jacket,Classic
Iron Scythe,HCScytheiron,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Iron Sheet,HCIronsheet,B41 Beta,Normal,Smithing,Hydrocraft
Iron Shield,HCShieldiron,B41 Beta,Normal,Armor,Hydrocraft
Iron Short Sword,HCShortswordiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Shuriken,HCShurikeniron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Sickle,HCSickleiron,B41 Beta,Weapon,Weapons Blades,Hydrocraft
Iron Sight,IronSight,41.1,WeaponPart,newitems,Classic
Iron Smithy Hammer,HCSmithyhammeriron,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Iron Spear,HCSpeariron,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Iron Spiked Flail,HCSpikedflailiron,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Iron Spiked Mace,HCSpikedmaceiron,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Iron Trident,HCTridentiron,B41 Beta,Weapon,Weapons Polearms,Hydrocraft
Iron War Hammer,HCWarhammeriron,B41 Beta,Weapon,Weapons Hammers,Hydrocraft
Iron Wheel,HCMetalwheeliron,B41 Beta,Normal,Industrial,Hydrocraft
Iron Working Textbook,HCBookironworking,B41 Beta,Literature,Books,Hydrocraft
Italian Flag,HCFlagitalian,B41 Beta,Normal,Flags,Hydrocraft
Italian Flag on Pole,HCFlagpoleitalian,B41 Beta,Normal,Flags,Hydrocraft
Italian Herbs,HCHerbs,B41 Beta,Food,Food Condiments,Hydrocraft
Italian Sausage,HCSausageitalian,B41 Beta,Food,Food Sausage,Hydrocraft
Italian Textbook,HCBookitalian,B41 Beta,Literature,Books,Hydrocraft
Jack Knife,HCJackknife,B41 Beta,Weapon,Camping_HC,Hydrocraft
Jack'o'lantern,HalloweenPumpkin,41.1,Food,items_food,Classic
Jack-O-Lantern,HCJackolantern,B41 Beta,Normal,Holiday,Hydrocraft
Jacket,Jacket_NavyBlue,41.1,Clothing,clothing/clothing_jacket,Classic
Jacket,Jacket_WhiteTINT,41.1,Clothing,clothing/clothing_jacket,Classic
Jade,HCJade,B41 Beta,Normal,Gems,Hydrocraft
Jade Powder,HCJadepowder,B41 Beta,Normal,Alchemy,Hydrocraft
Jalapeno,HCJalapeno,B41 Beta,Food,Food Vegetables,Hydrocraft
Jalapeno,PepperJalapeno,41.1,Food,items_food,Classic
Jalapeno Packet,HCJalapenoseedspacket,B41 Beta,Normal,Seeds ND,Hydrocraft
Jalapeno Seeds,HCJalapenoseeds,B41 Beta,Normal,Seeds ND,Hydrocraft
Japanese Textbook,HCBookjapanese,B41 Beta,Literature,Books,Hydrocraft
Jar Lid,JarLid,41.1,Normal,newitems,Classic
Jar of Apple Jam,HCJamapple,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Applesauce,HCJarredapplesauce,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jar of Bell Peppers,CannedBellPepper,41.1,Food,newitems,Classic
Jar of Black Paint,HCJarpaintblack,B41 Beta,Drainable,Painting,Hydrocraft
Jar of Blackberry Jam,HCJamblackberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Blue Paint,HCJarpaintblue,B41 Beta,Drainable,Painting,Hydrocraft
Jar of Blueberry Jam,HCJamblueberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Broccoli,CannedBroccoli,41.1,Food,newitems,Classic
Jar of Cabbage,CannedCabbage,41.1,Food,newitems,Classic
Jar of Carrots,CannedCarrots,41.1,Food,newitems,Classic
Jar of Cherry Jam,HCJamcherry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Cooking Oil,HCCookingoiljar,B41 Beta,Drainable,Food Condiments,Hydrocraft
Jar of Cranberry Jam,HCJamcranberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Eggplants,CannedEggplant,41.1,Food,newitems,Classic
Jar of Fireflies,HCJarfireflies,B41 Beta,Drainable,Bugs,Hydrocraft
Jar of Fish Oil,HCFishoil,B41 Beta,Drainable,Food Seafood,Hydrocraft
Jar of Glue,HCGluejar,B41 Beta,Drainable,Boneworking,Hydrocraft
Jar of Grape Jam,HCJamgrape,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Guacamole,HCGuacamolejar,B41 Beta,Food,Food Mexican,Hydrocraft
Jar of Honey,HCJarhoney,B41 Beta,Food,Apiculture,Hydrocraft
Jar of Huckleberry Jam,HCJamhuckleberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Kimchi,HCKimchi,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Leeks,CannedLeek,41.1,Food,newitems,Classic
Jar of Lemon Curd,HCCurdlemon,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jar of Lime Curd,HCCurdlime,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jar of Nacho Cheese,HCNachojar,B41 Beta,Food,Food Mexican,Hydrocraft
Jar of Orange Jam,HCJamorange,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Peach Jam,HCJampeach,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Pear Jam,HCJampear,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Pickled Artichokes,HCPickledartichoke,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Broccoli,HCPickledbroccoli,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Carrots,HCPickledcarrots,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Chinese Cabbage,HCPickledchinesecabbage,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Cucumbers,HCPickledcucumbers,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Eggplant,HCPickledeggplant,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Eggs,HCPickledeggs,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Garlic,HCPickledgarlic,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Ginger,HCPickledginger,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Green Bellpeppers,HCPickledbellpeppergreen,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Green Onions,HCPickledoniongreen,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Herring,HCPickledherring,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Onions,HCPickledonion,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Radish,HCPickledradish,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Red Bellpeppers,HCPickledbellpepperred,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Tomatoes,HCPickledtomatoes,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Yellow Bellpeppers,HCPickledbellpepperyellow,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickled Zucchini,HCPickledzucchini,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Pickles,HCJarpickles,B41 Beta,Normal,Food Pickling,Hydrocraft
Jar of Pineapple Jam,HCJampineapple,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Potatoes,CannedPotato,41.1,Food,newitems,Classic
Jar of Raspberry Jam,HCJamraspberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Red Paint,HCJarpaintred,B41 Beta,Drainable,Painting,Hydrocraft
Jar of Red Radishes,CannedRedRadish,41.1,Food,newitems,Classic
Jar of Rennet,HCRennet,B41 Beta,Drainable,Cheesemaking,Hydrocraft
Jar of Salsa,HCSalsajar,B41 Beta,Food,Food Mexican,Hydrocraft
Jar of Salsa Verde,HCSalsagreenjar,B41 Beta,Food,Food Mexican,Hydrocraft
Jar of Sauerkraut,HCSauerkraut,B41 Beta,Food,Food Pickling,Hydrocraft
Jar of Strawberry Jam,HCJamstrawberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Tomatoes,CannedTomato,41.1,Food,newitems,Classic
Jar of Watermelon Jam,HCJamwatermelon,B41 Beta,Food,Food Jam,Hydrocraft
Jar of White Paint,HCJarpaintwhite,B41 Beta,Drainable,Painting,Hydrocraft
Jar of Wild Berry Jam,HCJamwildberry,B41 Beta,Food,Food Jam,Hydrocraft
Jar of Wood Glue,HCWoodgluejar,B41 Beta,Drainable,Boneworking,Hydrocraft
Jar of Yellow Paint,HCJarpaintyellow,B41 Beta,Drainable,Painting,Hydrocraft
Jar With Fermented Opium,HCJaropium,B41 Beta,Normal,Drugs Opium,Hydrocraft
Jar with Lid,HCJar,B41 Beta,Normal,Food Jarred Fruit,Hydrocraft
Jarred Apples,HCJarredapples,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Berries,HCJarredberries,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Grapes,HCJarredgrapes,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Homemade Yogurt,HCJarhomemadeyogurt,B41 Beta,Food,Food Dairy,Hydrocraft
Jarred Lemon Slices,HCJarredlemon,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Lime Slices,HCJarredlime,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Orange Slices,HCJarredorange,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Peaches,HCJarredpeach,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jarred Watermelon,HCJarredmelon,B41 Beta,Food,Food Jarred Fruit,Hydrocraft
Jay Chicken Hat,Hat_Jay,41.1,Clothing,clothing/clothing_hats,Classic
Jay Chicken Server Apron,Apron_Jay,41.1,Clothing,clothing/clothing_others,Classic
Jeans,Trousers_Denim,41.1,Clothing,clothing/clothing_pants,Classic
Jeep,HCJeepLeft,B41 Beta,Container,Auto,Hydrocraft
Jeep,HCJeepRight,B41 Beta,Container,Auto,Hydrocraft
Jeep,HCJeepLeftDirty,B41 Beta,Container,Auto,Hydrocraft
Jeep,HCJeepRightDirty,B41 Beta,Container,Auto,Hydrocraft
Jelly Doughnut,DoughnutJelly,41.1,Food,items_food,Classic
Jelly Sandwich,HCJellysandwich,B41 Beta,Food,Food Deli,Hydrocraft
Jellybeans,HCJellybeans,B41 Beta,Food,Food Candy,Hydrocraft
